num,square,cube,sin
1366,1865956,-1746071400,-0.844327925502016
1367,1868689,-1740469433,-0.8763066800438659
1368,1871424,-1734859264,-0.9048270524660229
1369,1874161,-1729240887,-0.9297764858882556
1370,1876900,-1723614296,-0.9510565162951536
1371,1879641,-1717979485,-0.968583161128632
1372,1882384,-1712336448,-0.9822872507286899
1373,1885129,-1706685179,-0.9921147013144791
1374,1887876,-1701025672,-0.9980267284282714
1375,1890625,-1695357921,-1.0
1376,1893376,-1689681920,-0.9980267284282712
1377,1896129,-1683997663,-0.9921147013144768
1378,1898884,-1678305144,-0.9822872507286892
1379,1901641,-1672604357,-0.968583161128631
1380,1904400,-1666895296,-0.9510565162951524
1381,1907161,-1661177955,-0.9297764858882489
1382,1909924,-1655452328,-0.9048270524660152
1383,1912689,-1649718409,-0.876306680043864
1384,1915456,-1643976192,-0.8443279255020139
1385,1918225,-1638225671,-0.8090169943749442
1386,1920996,-1632466840,-0.7705132427757837
1387,1923769,-1626699693,-0.7289686274214131
1388,1926544,-1620924224,-0.6845471059286881
1389,1929321,-1615140427,-0.6374239897486866
1390,1932100,-1609348296,-0.5877852522924673
1391,1934881,-1603547825,-0.5358267949789878
1392,1937664,-1597739008,-0.48175367410171577
1393,1940449,-1591921839,-0.4257792915650703
1394,1943236,-1586096312,-0.36812455268467253
1395,1946025,-1580262421,-0.30901699437493885
1396,1948816,-1574420160,-0.2486898871648567
1397,1951609,-1568569523,-0.18738131458572346
1398,1954404,-1562710504,-0.1253332335642999
1399,1957201,-1556843097,-0.06279051952930581
1400,1960000,-1550967296,1.0781843677589415E-14
1401,1962801,-1545083095,0.06279051952931314
1402,1965604,-1539190488,0.12533323356430717
1403,1968409,-1533289469,0.18738131458573068
1404,1971216,-1527380032,0.24868988716486384
1405,1974025,-1521462171,0.30901699437494584
1406,1976836,-1515535880,0.36812455268467936
1407,1979649,-1509601153,0.42577929156507693
1408,1982464,-1503657984,0.4817536741017222
1409,1985281,-1497706367,0.535826794979006
1410,1988100,-1491746296,0.5877852522924732
1411,1990921,-1485777765,0.6374239897486923
1412,1993744,-1479800768,0.6845471059286934
1413,1996569,-1473815299,0.7289686274214181
1414,1999396,-1467821352,0.7705132427757884
1415,2002225,-1461818921,0.8090169943749486
1416,2005056,-1455808000,0.8443279255020179
1417,2007889,-1449788583,0.8763066800438676
1418,2010724,-1443760664,0.9048270524660245
1419,2013561,-1437724237,0.9297764858882516
1420,2016400,-1431679296,0.9510565162951546
1421,2019241,-1425625835,0.9685831611286329
1422,2022084,-1419563848,0.9822872507286906
1423,2024929,-1413493329,0.9921147013144777
1424,2027776,-1407414272,0.9980267284282717
1425,2030625,-1401326671,1.0
1426,2033476,-1395230520,0.998026728428271
1427,2036329,-1389125813,0.9921147013144781
1428,2039184,-1383012544,0.9822872507286885
1429,2042041,-1376890707,0.9685831611286302
1430,2044900,-1370760296,0.9510565162951513
1431,2047761,-1364621305,0.9297764858882476
1432,2050624,-1358473728,0.9048270524660198
1433,2053489,-1352317559,0.8763066800438624
1434,2056356,-1346152792,0.844327925502012
1435,2059225,-1339979421,0.8090169943749421
1436,2062096,-1333797440,0.7705132427757906
1437,2064969,-1327606843,0.7289686274214108
1438,2067844,-1321407624,0.6845471059286855
1439,2070721,-1315199777,0.637423989748684
1440,2073600,-1308983296,0.5877852522924645
1441,2076481,-1302758175,0.5358267949789969
1442,2079364,-1296524408,0.48175367410171277
1443,2082249,-1290281989,0.42577929156506716
1444,2085136,-1284030912,0.36812455268466937
1445,2088025,-1277771171,0.3090169943749491
1446,2090916,-1271502760,0.2486898871648534
1447,2093809,-1265225673,0.18738131458572008
1448,2096704,-1258939904,0.1253332335642965
1449,2099601,-1252645447,0.06279051952930238
1450,2102500,-1246342296,-1.2379612731767154E-18
1451,2105401,-1240030445,-0.06279051952931657
1452,2108304,-1233709888,-0.1253332335643106
1453,2111209,-1227380619,-0.18738131458573404
1454,2114116,-1221042632,-0.2486898871648534
1455,2117025,-1214695921,-0.3090169943749491
1456,2119936,-1208340480,-0.3681245526846826
1457,2122849,-1201976303,-0.42577929156508004
1458,2125764,-1195603384,-0.4817536741017252
1459,2128681,-1189221717,-0.5358267949789969
1460,2131600,-1182831296,-0.587785252292476
1461,2134521,-1176432115,-0.6374239897486949
1462,2137444,-1170024168,-0.6845471059286959
1463,2140369,-1163607449,-0.7289686274214108
1464,2143296,-1157181952,-0.7705132427757906
1465,2146225,-1150747671,-0.8090169943749506
1466,2149156,-1144304600,-0.8443279255020196
1467,2152089,-1137852733,-0.8763066800438624
1468,2155024,-1131392064,-0.9048270524660198
1469,2157961,-1124922587,-0.9297764858882528
1470,2160900,-1118444296,-0.9510565162951558
1471,2163841,-1111957185,-0.9685831611286336
1472,2166784,-1105461248,-0.9822872507286885
1473,2169729,-1098956479,-0.9921147013144781
1474,2172676,-1092442872,-0.9980267284282719
1475,2175625,-1085920421,-1.0
1476,2178576,-1079389120,-0.9980267284282717
1477,2181529,-1072848963,-0.9921147013144777
1478,2184484,-1066299944,-0.9822872507286879
1479,2187441,-1059742057,-0.9685831611286293
1480,2190400,-1053175296,-0.9510565162951503
1481,2193361,-1046599655,-0.9297764858882516
1482,2196324,-1040015128,-0.9048270524660184
1483,2199289,-1033421709,-0.8763066800438607
1484,2202256,-1026819392,-0.8443279255020102
1485,2205225,-1020208171,-0.8090169943749486
1486,2208196,-1013588040,-0.7705132427757884
1487,2211169,-1006958993,-0.7289686274214084
1488,2214144,-1000321024,-0.6845471059286831
1489,2217121,-993674127,-0.6374239897486813
1490,2220100,-987018296,-0.5877852522924732
1491,2223081,-980353525,-0.535826794978994
1492,2226064,-973679808,-0.4817536741017098
1493,2229049,-966997139,-0.42577929156506406
1494,2232036,-960305512,-0.36812455268467936
1495,2235025,-953604921,-0.30901699437494584
1496,2238016,-946895360,-0.24868988716485008
1497,2241009,-940176823,-0.18738131458571672
1498,2244004,-933449304,-0.12533323356429307
1499,2247001,-926712797,-0.06279051952931314
1500,2250000,-919967296,3.4314869601589423E-15
1501,2253001,-913212795,0.06279051952932
1502,2256004,-906449288,0.125333233564314
1503,2259009,-899676769,0.18738131458572346
1504,2262016,-892895232,0.24868988716485674
1505,2265025,-886104671,0.30901699437495234
1506,2268036,-879305080,0.36812455268468575
1507,2271049,-872496453,0.42577929156508315
1508,2274064,-865678784,0.48175367410171577
1509,2277081,-858852067,0.5358267949789998
1510,2280100,-852016296,0.5877852522924788
1511,2283121,-845171465,0.6374239897486975
1512,2286144,-838317568,0.6845471059286881
1513,2289169,-831454599,0.7289686274214131
1514,2292196,-824582552,0.7705132427757928
1515,2295225,-817701421,0.8090169943749526
1516,2298256,-810811200,0.8443279255020139
1517,2301289,-803911883,0.876306680043864
1518,2304324,-797003464,0.9048270524660212
1519,2307361,-790085937,0.9297764858882541
1520,2310400,-783159296,0.9510565162951569
1521,2313441,-776223535,0.968583161128631
1522,2316484,-769278648,0.9822872507286892
1523,2319529,-762324629,0.9921147013144785
1524,2322576,-755361472,0.9980267284282721
1525,2325625,-748389171,1.0
1526,2328676,-741407720,0.9980267284282714
1527,2331729,-734417113,0.9921147013144773
1528,2334784,-727417344,0.9822872507286873
1529,2337841,-720408407,0.9685831611286284
1530,2340900,-713390296,0.9510565162951536
1531,2343961,-706363005,0.9297764858882503
1532,2347024,-699326528,0.9048270524660169
1533,2350089,-692280859,0.876306680043859
1534,2353156,-685225992,0.844327925502016
1535,2356225,-678161921,0.8090169943749466
1536,2359296,-671088640,0.7705132427757861
1537,2362369,-664006143,0.728968627421406
1538,2365444,-656914424,0.6845471059286805
1539,2368521,-649813477,0.6374239897486896
1540,2371600,-642703296,0.5877852522924705
1541,2374681,-635583875,0.5358267949789911
1542,2377764,-628455208,0.4817536741017068
1543,2380849,-621317289,0.4257792915650738
1544,2383936,-614170112,0.3681245526846762
1545,2387025,-607013671,0.30901699437494257
1546,2390116,-599847960,0.24868988716484675
1547,2393209,-592672973,0.18738131458571336
1548,2396304,-585488704,0.1253332335643038
1549,2399401,-578295147,0.06279051952930971
1550,2402500,-571092296,-6.861735959044708E-15
1551,2405601,-563880145,-0.06279051952932341
1552,2408704,-556658688,-0.1253332335643033
1553,2411809,-549427919,-0.18738131458572682
1554,2414916,-542187832,-0.24868988716486004
1555,2418025,-534938421,-0.3090169943749556
1556,2421136,-527679680,-0.36812455268468897
1557,2424249,-520411603,-0.4257792915650734
1558,2427364,-513134184,-0.48175367410171877
1559,2430481,-505847417,-0.5358267949790027
1560,2433600,-498551296,-0.5877852522924816
1561,2436721,-491245815,-0.6374239897486892
1562,2439844,-483930968,-0.6845471059286905
1563,2442969,-476606749,-0.7289686274214154
1564,2446096,-469273152,-0.7705132427757949
1565,2449225,-461930171,-0.8090169943749462
1566,2452356,-454577800,-0.8443279255020157
1567,2455489,-447216033,-0.8763066800438657
1568,2458624,-439844864,-0.9048270524660227
1569,2461761,-432464287,-0.9297764858882553
1570,2464900,-425074296,-0.9510565162951535
1571,2468041,-417674885,-0.9685831611286319
1572,2471184,-410266048,-0.9822872507286898
1573,2474329,-402847779,-0.992114701314479
1574,2477476,-395420072,-0.9980267284282714
1575,2480625,-387982921,-1.0
1576,2483776,-380536320,-0.9980267284282712
1577,2486929,-373080263,-0.9921147013144769
1578,2490084,-365614744,-0.9822872507286866
1579,2493241,-358139757,-0.9685831611286311
1580,2496400,-350655296,-0.9510565162951525
1581,2499561,-343161355,-0.929776485888249
1582,2502724,-335657928,-0.9048270524660155
1583,2505889,-328145009,-0.8763066800438643
1584,2509056,-320622592,-0.8443279255020141
1585,2512225,-313090671,-0.8090169943749445
1586,2515396,-305549240,-0.770513242775784
1587,2518569,-297998293,-0.7289686274214038
1588,2521744,-290437824,-0.6845471059286884
1589,2524921,-282867827,-0.637423989748687
1590,2528100,-275288296,-0.5877852522924677
1591,2531281,-267699225,-0.5358267949789882
1592,2534464,-260100608,-0.4817536741017162
1593,2537649,-252492439,-0.4257792915650707
1594,2540836,-244874712,-0.368124552684673
1595,2544025,-237247421,-0.3090169943749393
1596,2547216,-229610560,-0.24868988716484344
1597,2550409,-221964123,-0.18738131458572393
1598,2553604,-214308104,-0.12533323356430037
1599,2556801,-206642497,-0.0627905195293063
1600,2560000,-198967296,1.0291984957930474E-14
1601,2563201,-191282495,0.06279051952931265
1602,2566404,-183588088,0.1253332335643067
1603,2569609,-175884069,0.1873813145857302
1604,2572816,-168170432,0.24868988716486337
1605,2576025,-160447171,0.3090169943749589
1606,2579236,-152714280,0.3681245526846789
1607,2582449,-144971753,0.4257792915650765
1608,2585664,-137219584,0.48175367410172176
1609,2588881,-129457767,0.5358267949790055
1610,2592100,-121686296,0.5877852522924728
1611,2595321,-113905165,0.6374239897486919
1612,2598544,-106114368,0.6845471059286931
1613,2601769,-98313899,0.7289686274214178
1614,2604996,-90503752,0.770513242775788
1615,2608225,-82683921,0.8090169943749482
1616,2611456,-74854400,0.8443279255020175
1617,2614689,-67015183,0.8763066800438674
1618,2617924,-59166264,0.9048270524660242
1619,2621161,-51307637,0.9297764858882513
1620,2624400,-43439296,0.9510565162951545
1621,2627641,-35561235,0.9685831611286327
1622,2630884,-27673448,0.9822872507286905
1623,2634129,-19775929,0.9921147013144777
1624,2637376,-11868672,0.9980267284282717
1625,2640625,-3951671,1.0
1626,2643876,3975080,0.998026728428271
1627,2647129,11911587,0.9921147013144764
1628,2650384,19857856,0.9822872507286886
1629,2653641,27813893,0.9685831611286303
1630,2656900,35779704,0.9510565162951515
1631,2660161,43755295,0.9297764858882478
1632,2663424,51740672,0.90482705246602
1633,2666689,59735841,0.8763066800438626
1634,2669956,67740808,0.8443279255020123
1635,2673225,75755579,0.8090169943749425
1636,2676496,83780160,0.7705132427757818
1637,2679769,91814557,0.7289686274214111
1638,2683044,99858776,0.6845471059286858
1639,2686321,107912823,0.6374239897486843
1640,2689600,115976704,0.5877852522924649
1641,2692881,124050425,0.5358267949789973
1642,2696164,132133992,0.4817536741017132
1643,2699449,140227411,0.4257792915650676
1644,2702736,148330688,0.3681245526846698
1645,2706025,156443829,0.30901699437493607
1646,2709316,164566840,0.24868988716485388
1647,2712609,172699727,0.18738131458572058
1648,2715904,180842496,0.12533323356429696
1649,2719201,188995153,0.06279051952930287
1650,2722500,197157704,4.886207583857646E-16
1651,2725801,205330155,-0.06279051952931608
1652,2729104,213512512,-0.1253332335643101
1653,2732409,221704781,-0.18738131458573357
1654,2735716,229906968,-0.24868988716485294
1655,2739025,238119079,-0.3090169943749486
1656,2742336,246341120,-0.36812455268468214
1657,2745649,254573097,-0.4257792915650796
1658,2748964,262815016,-0.4817536741017248
1659,2752281,271066883,-0.5358267949789964
1660,2755600,279328704,-0.5877852522924756
1661,2758921,287600485,-0.6374239897486945
1662,2762244,295882232,-0.6845471059286955
1663,2765569,304173951,-0.7289686274214104
1664,2768896,312475648,-0.7705132427757903
1665,2772225,320787329,-0.8090169943749502
1666,2775556,329109000,-0.8443279255020194
1667,2778889,337440667,-0.876306680043869
1668,2782224,345782336,-0.9048270524660196
1669,2785561,354134013,-0.9297764858882527
1670,2788900,362495704,-0.9510565162951556
1671,2792241,370867415,-0.9685831611286335
1672,2795584,379249152,-0.9822872507286885
1673,2798929,387640921,-0.9921147013144781
1674,2802276,396042728,-0.9980267284282719
1675,2805625,404454579,-1.0
1676,2808976,412876480,-0.9980267284282709
1677,2812329,421308437,-0.9921147013144778
1678,2815684,429750456,-0.9822872507286879
1679,2819041,438202543,-0.9685831611286294
1680,2822400,446664704,-0.9510565162951504
1681,2825761,455136945,-0.9297764858882518
1682,2829124,463619272,-0.9048270524660186
1683,2832489,472111691,-0.8763066800438609
1684,2835856,480614208,-0.8443279255020104
1685,2839225,489126829,-0.8090169943749405
1686,2842596,497649560,-0.7705132427757887
1687,2845969,506182407,-0.7289686274214088
1688,2849344,514725376,-0.6845471059286834
1689,2852721,523278473,-0.6374239897486816
1690,2856100,531841704,-0.5877852522924736
1691,2859481,540415075,-0.5358267949789944
1692,2862864,548998592,-0.4817536741017102
1693,2866249,557592261,-0.4257792915650645
1694,2869636,566196088,-0.3681245526846666
1695,2873025,574810079,-0.3090169943749463
1696,2876416,583434240,-0.24868988716485055
1697,2879809,592068577,-0.1873813145857172
1698,2883204,600713096,-0.12533323356429357
1699,2886601,609367803,-0.06279051952931362
1700,2890000,618032704,2.941628240500001E-15
1701,2893401,626707805,0.0627905195293195
1702,2896804,635393112,0.1253332335643135
1703,2900209,644088631,0.18738131458572296
1704,2903616,652794368,0.24868988716485624
1705,2907025,661510329,0.3090169943749519
1706,2910436,670236520,0.3681245526846853
1707,2913849,678972947,0.4257792915650827
1708,2917264,687719616,0.4817536741017153
1709,2920681,696476533,0.5358267949789994
1710,2924100,705243704,0.5877852522924784
1711,2927521,714021135,0.6374239897486972
1712,2930944,722808832,0.6845471059286877
1713,2934369,731606801,0.7289686274214128
1714,2937796,740415048,0.7705132427757925
1715,2941225,749233579,0.8090169943749522
1716,2944656,758062400,0.8443279255020212
1717,2948089,766901517,0.8763066800438638
1718,2951524,775750936,0.904827052466021
1719,2954961,784610663,0.9297764858882539
1720,2958400,793480704,0.9510565162951566
1721,2961841,802361065,0.9685831611286309
1722,2965284,811251752,0.982287250728689
1723,2968729,820152771,0.9921147013144785
1724,2972176,829064128,0.9980267284282721
1725,2975625,837985829,1.0
1726,2979076,846917880,0.9980267284282716
1727,2982529,855860287,0.9921147013144773
1728,2985984,864813056,0.9822872507286874
1729,2989441,873776193,0.9685831611286285
1730,2992900,882749704,0.9510565162951538
1731,2996361,891733595,0.9297764858882505
1732,2999824,900727872,0.9048270524660171
1733,3003289,909732541,0.8763066800438593
1734,3006756,918747608,0.8443279255020086
1735,3010225,927773079,0.8090169943749468
1736,3013696,936808960,0.7705132427757865
1737,3017169,945855257,0.7289686274214064
1738,3020644,954911976,0.6845471059286808
1739,3024121,963979123,0.63742398974869
1740,3027600,973056704,0.5877852522924708
1741,3031081,982144725,0.5358267949789915
1742,3034564,991243192,0.48175367410170716
1743,3038049,1000352111,0.4257792915650614
1744,3041536,1009471488,0.36812455268467664
1745,3045025,1018601329,0.30901699437494307
1746,3048516,1027741640,0.24868988716484722
1747,3052009,1036892427,0.18738131458571383
1748,3055504,1046053696,0.12533323356430426
1749,3059001,1055225453,0.06279051952931021
1750,3062500,1064407704,-6.371877239385766E-15
1751,3066001,1073600455,-0.06279051952932292
1752,3069504,1082803712,-0.12533323356430282
1753,3073009,1092017481,-0.18738131458572635
1754,3076516,1101241768,-0.24868988716485957
1755,3080025,1110476579,-0.30901699437495517
1756,3083536,1119721920,-0.36812455268468847
1757,3087049,1128977797,-0.42577929156507294
1758,3090564,1138244216,-0.4817536741017184
1759,3094081,1147521183,-0.5358267949790023
1760,3097600,1156808704,-0.5877852522924811
1761,3101121,1166106785,-0.6374239897486889
1762,3104644,1175415432,-0.6845471059286902
1763,3108169,1184734651,-0.7289686274214151
1764,3111696,1194064448,-0.7705132427757946
1765,3115225,1203404829,-0.8090169943749543
1766,3118756,1212755800,-0.8443279255020154
1767,3122289,1222117367,-0.8763066800438655
1768,3125824,1231489536,-0.9048270524660226
1769,3129361,1240872313,-0.9297764858882551
1770,3132900,1250265704,-0.9510565162951533
1771,3136441,1259669715,-0.9685831611286317
1772,3139984,1269084352,-0.9822872507286897
1773,3143529,1278509621,-0.992114701314479
1774,3147076,1287945528,-0.9980267284282723
1775,3150625,1297392079,-1.0
1776,3154176,1306849280,-0.9980267284282713
1777,3157729,1316317137,-0.9921147013144769
1778,3161284,1325795656,-0.9822872507286867
1779,3164841,1335284843,-0.9685831611286312
1780,3168400,1344784704,-0.9510565162951528
1781,3171961,1354295245,-0.9297764858882492
1782,3175524,1363816472,-0.9048270524660157
1783,3179089,1373348391,-0.8763066800438577
1784,3182656,1382891008,-0.8443279255020144
1785,3186225,1392444329,-0.8090169943749448
1786,3189796,1402008360,-0.7705132427757844
1787,3193369,1411583107,-0.7289686274214041
1788,3196944,1421168576,-0.6845471059286887
1789,3200521,1430764773,-0.6374239897486873
1790,3204100,1440371704,-0.587785252292468
1791,3207681,1449989375,-0.5358267949789887
1792,3211264,1459617792,-0.48175367410170417
1793,3214849,1469256961,-0.42577929156507116
1794,3218436,1478906888,-0.3681245526846735
1795,3222025,1488567579,-0.3090169943749398
1796,3225616,1498239040,-0.24868988716484391
1797,3229209,1507921277,-0.1873813145857244
1798,3232804,1517614296,-0.12533323356430087
1799,3236401,1527318103,-0.06279051952930678
1800,3240000,1537032704,9.802126238271532E-15
1801,3243601,1546758105,0.06279051952931217
1802,3247204,1556494312,0.1253332335643062
1803,3250809,1566241331,0.1873813145857297
1804,3254416,1575999168,0.2486898871648629
1805,3258025,1585767829,0.30901699437495844
1806,3261636,1595547320,0.3681245526846785
1807,3265249,1605337647,0.42577929156507605
1808,3268864,1615138816,0.4817536741017214
1809,3272481,1624950833,0.5358267949790052
1810,3276100,1634773704,0.5877852522924725
1811,3279721,1644607435,0.6374239897486915
1812,3283344,1654452032,0.6845471059286927
1813,3286969,1664307501,0.7289686274214175
1814,3290596,1674173848,0.7705132427757968
1815,3294225,1684051079,0.8090169943749479
1816,3297856,1693939200,0.8443279255020173
1817,3301489,1703838217,0.876306680043867
1818,3305124,1713748136,0.904827052466024
1819,3308761,1723668963,0.9297764858882512
1820,3312400,1733600704,0.9510565162951544
1821,3316041,1743543365,0.9685831611286326
1822,3319684,1753496952,0.9822872507286904
1823,3323329,1763461471,0.9921147013144793
1824,3326976,1773436928,0.9980267284282717
1825,3330625,1783423329,1.0
1826,3334276,1793420680,0.9980267284282711
1827,3337929,1803428987,0.9921147013144764
1828,3341584,1813448256,0.9822872507286887
1829,3345241,1823478493,0.9685831611286304
1830,3348900,1833519704,0.9510565162951516
1831,3352561,1843571895,0.9297764858882479
1832,3356224,1853635072,0.9048270524660141
1833,3359889,1863709241,0.8763066800438628
1834,3363556,1873794408,0.8443279255020125
1835,3367225,1883890579,0.8090169943749428
1836,3370896,1893997760,0.7705132427757821
1837,3374569,1904115957,0.7289686274214114
1838,3378244,1914245176,0.6845471059286863
1839,3381921,1924385423,0.6374239897486847
1840,3385600,1934536704,0.5877852522924653
1841,3389281,1944699025,0.5358267949789978
1842,3392964,1954872392,0.4817536741017136
1843,3396649,1965056811,0.42577929156506805
1844,3400336,1975252288,0.36812455268467026
1845,3404025,1985458829,0.3090169943749365
1846,3407716,1995676440,0.24868988716485435
1847,3411409,2005905127,0.18738131458572105
1848,3415104,2016144896,0.12533323356429746
1849,3418801,2026395753,0.06279051952930335
1850,3422500,2036657704,9.784794780447059E-16
1851,3426201,2046930755,-0.0627905195293156
1852,3429904,2057214912,-0.12533323356430962
1853,3433609,2067510181,-0.1873813145857331
1854,3437316,2077816568,-0.24868988716486623
1855,3441025,2088134079,-0.3090169943749482
1856,3444736,2098462720,-0.36812455268468164
1857,3448449,2108802497,-0.42577929156507915
1858,3452164,2119153416,-0.48175367410172437
1859,3455881,2129515483,-0.5358267949789961
1860,3459600,2139888704,-0.5877852522924751
1861,3463321,-2144694211,-0.6374239897486942
1862,3467044,-2134298664,-0.6845471059286952
1863,3470769,-2123891945,-0.7289686274214198
1864,3474496,-2113474048,-0.7705132427757899
1865,3478225,-2103044967,-0.80901699437495
1866,3481956,-2092604696,-0.8443279255020191
1867,3485689,-2082153229,-0.8763066800438688
1868,3489424,-2071690560,-0.9048270524660194
1869,3493161,-2061216683,-0.9297764858882525
1870,3496900,-2050731592,-0.9510565162951554
1871,3500641,-2040235281,-0.9685831611286334
1872,3504384,-2029727744,-0.982287250728691
1873,3508129,-2019208975,-0.992114701314478
1874,3511876,-2008678968,-0.9980267284282719
1875,3515625,-1998137717,-1.0
1876,3519376,-1987585216,-0.9980267284282709
1877,3523129,-1977021459,-0.9921147013144779
1878,3526884,-1966446440,-0.982287250728688
1879,3530641,-1955860153,-0.9685831611286295
1880,3534400,-1945262592,-0.9510565162951506
1881,3538161,-1934653751,-0.9297764858882467
1882,3541924,-1924033624,-0.9048270524660188
1883,3545689,-1913402205,-0.8763066800438611
1884,3549456,-1902759488,-0.8443279255020107
1885,3553225,-1892105467,-0.8090169943749408
1886,3556996,-1881440136,-0.770513242775789
1887,3560769,-1870763489,-0.7289686274214091
1888,3564544,-1860075520,-0.6845471059286837
1889,3568321,-1849376223,-0.6374239897486821
1890,3572100,-1838665592,-0.587785252292474
1891,3575881,-1827943621,-0.5358267949789949
1892,3579664,-1817210304,-0.4817536741017106
1893,3583449,-1806465635,-0.42577929156506494
1894,3587236,-1795709608,-0.3681245526846671
1895,3591025,-1784942217,-0.3090169943749468
1896,3594816,-1774163456,-0.24868988716485102
1897,3598609,-1763373319,-0.1873813145857177
1898,3602404,-1752571800,-0.12533323356429404
1899,3606201,-1741758893,-0.06279051952931412
1900,3610000,-1730934592,2.45176952084106E-15
1901,3613801,-1720098891,0.06279051952931901
1902,3617604,-1709251784,0.12533323356431303
1903,3621409,-1698393265,0.18738131458573645
1904,3625216,-1687523328,0.24868988716485577
1905,3629025,-1676641967,0.30901699437495145
1906,3632836,-1665749176,0.36812455268468486
1907,3636649,-1654844949,0.42577929156508226
1908,3640464,-1643929280,0.48175367410171493
1909,3644281,-1633002163,0.535826794978999
1910,3648100,-1622063592,0.587785252292478
1911,3651921,-1611113561,0.6374239897486967
1912,3655744,-1600152064,0.6845471059286977
1913,3659569,-1589179095,0.7289686274214124
1914,3663396,-1578194648,0.7705132427757921
1915,3667225,-1567198717,0.809016994374952
1916,3671056,-1556191296,0.844327925502021
1917,3674889,-1545172379,0.8763066800438636
1918,3678724,-1534141960,0.9048270524660209
1919,3682561,-1523100033,0.9297764858882537
1920,3686400,-1512046592,0.9510565162951565
1921,3690241,-1500981631,0.9685831611286343
1922,3694084,-1489905144,0.982287250728689
1923,3697929,-1478817125,0.9921147013144784
1924,3701776,-1467717568,0.9980267284282721
1925,3705625,-1456606467,1.0
1926,3709476,-1445483816,0.9980267284282716
1927,3713329,-1434349609,0.9921147013144774
1928,3717184,-1423203840,0.9822872507286874
1929,3721041,-1412046503,0.9685831611286286
1930,3724900,-1400877592,0.9510565162951495
1931,3728761,-1389697101,0.9297764858882507
1932,3732624,-1378505024,0.9048270524660174
1933,3736489,-1367301355,0.8763066800438596
1934,3740356,-1356086088,0.8443279255020089
1935,3744225,-1344859217,0.8090169943749471
1936,3748096,-1333620736,0.7705132427757868
1937,3751969,-1322370639,0.7289686274214068
1938,3755844,-1311108920,0.6845471059286813
1939,3759721,-1299835573,0.6374239897486904
1940,3763600,-1288550592,0.5877852522924712
1941,3767481,-1277253971,0.5358267949789919
1942,3771364,-1265945704,0.4817536741017076
1943,3775249,-1254625785,0.42577929156506183
1944,3779136,-1243294208,0.3681245526846771
1945,3783025,-1231950967,0.3090169943749435
1946,3786916,-1220596056,0.24868988716484772
1947,3790809,-1209229469,0.1873813145857143
1948,3794704,-1197851200,0.12533323356430476
1949,3798601,-1186461243,0.0627905195293107
1950,3802500,-1175059592,-5.882018519726826E-15
1951,3806401,-1163646241,-0.06279051952932244
1952,3810304,-1152221184,-0.12533323356431642
1953,3814209,-1140784415,-0.18738131458572588
1954,3818116,-1129335928,-0.2486898871648591
1955,3822025,-1117875717,-0.30901699437495467
1956,3825936,-1106403776,-0.368124552684688
1957,3829849,-1094920099,-0.4257792915650725
1958,3833764,-1083424680,-0.48175367410171793
1959,3837681,-1071917513,-0.5358267949790019
1960,3841600,-1060398592,-0.5877852522924807
1961,3845521,-1048867911,-0.6374239897486994
1962,3849444,-1037325464,-0.6845471059286898
1963,3853369,-1025771245,-0.7289686274214148
1964,3857296,-1014205248,-0.7705132427757944
1965,3861225,-1002627467,-0.809016994374954
1966,3865156,-991037896,-0.8443279255020152
1967,3869089,-979436529,-0.8763066800438652
1968,3873024,-967823360,-0.9048270524660224
1969,3876961,-956198383,-0.929776485888255
1970,3880900,-944561592,-0.9510565162951575
1971,3884841,-932912981,-0.9685831611286316
1972,3888784,-921252544,-0.9822872507286896
1973,3892729,-909580275,-0.9921147013144789
1974,3896676,-897896168,-0.9980267284282723
1975,3900625,-886200217,-1.0
1976,3904576,-874492416,-0.9980267284282713
1977,3908529,-862772759,-0.992114701314477
1978,3912484,-851041240,-0.9822872507286868
1979,3916441,-839297853,-0.9685831611286313
1980,3920400,-827542592,-0.9510565162951529
1981,3924361,-815775451,-0.9297764858882493
1982,3928324,-803996424,-0.9048270524660158
1983,3932289,-792205505,-0.8763066800438579
1984,3936256,-780402688,-0.8443279255020146
1985,3940225,-768587967,-0.809016994374945
1986,3944196,-756761336,-0.7705132427757846
1987,3948169,-744922789,-0.7289686274214043
1988,3952144,-733072320,-0.6845471059286892
1989,3956121,-721209923,-0.6374239897486877
1990,3960100,-709335592,-0.5877852522924685
1991,3964081,-697449321,-0.535826794978989
1992,3968064,-685551104,-0.4817536741017046
1993,3972049,-673640935,-0.4257792915650716
1994,3976036,-661718808,-0.3681245526846739
1995,3980025,-649784717,-0.30901699437494023
1996,3984016,-637838656,-0.2486898871648444
1997,3988009,-625880619,-0.1873813145857249
1998,3992004,-613910600,-0.12533323356430134
1999,3996001,-601928593,-0.06279051952930727
2000,4000000,-589934592,9.312267518612591E-15
2001,4004001,-577928591,0.06279051952932586
2002,4008004,-565910584,0.12533323356430573
2003,4012009,-553880565,0.18738131458572924
2004,4016016,-541838528,0.24868988716486243
2005,4020025,-529784467,0.30901699437495794
2006,4024036,-517718376,0.36812455268467803
2007,4028049,-505640249,0.4257792915650756
2008,4032064,-493550080,0.48175367410172093
2009,4036081,-481447863,0.5358267949790048
2010,4040100,-469333592,0.5877852522924836
2011,4044121,-457207261,0.6374239897486911
2012,4048144,-445068864,0.6845471059286923
2013,4052169,-432918395,0.7289686274214171
2014,4056196,-420755848,0.7705132427757965
